utc,sun_az,sun_el,earth_az,earth_el
2000-02-12T23:00:00,90.9325,27.7013,282.3099,61.6525
2000-02-13T00:00:00,90.9443,28.2080,282.2735,61.6912
2000-02-13T01:00:00,90.9563,28.7147,282.2358,61.7303
2000-02-13T02:00:00,90.9684,29.2213,282.1967,61.7698
2000-02-13T03:00:00,90.9807,29.7280,282.1563,61.8099
2000-02-13T04:00:00,90.9932,30.2346,282.1145,61.8504
2000-02-13T05:00:00,91.0058,30.7413,282.0713,61.8914
2000-02-13T06:00:00,91.0186,31.2479,282.0268,61.9329
2000-02-13T07:00:00,91.0317,31.7545,281.9808,61.9748
2000-02-13T08:00:00,91.0449,32.2611,281.9335,62.0172
2000-02-13T09:00:00,91.0583,32.7677,281.8848,62.0601
2000-02-13T10:00:00,91.0719,33.2742,281.8347,62.1034
2000-02-13T11:00:00,91.0858,33.7808,281.7832,62.1472
2000-02-13T12:00:00,91.0998,34.2873,281.7303,62.1914
2000-02-13T13:00:00,91.1141,34.7938,281.6760,62.2361
2000-02-13T14:00:00,91.1286,35.3003,281.6203,62.2812
2000-02-13T15:00:00,91.1434,35.8068,281.5632,62.3267
2000-02-13T16:00:00,91.1584,36.3133,281.5046,62.3727
2000-02-13T17:00:00,91.1736,36.8198,281.4446,62.4191
2000-02-13T18:00:00,91.1891,37.3262,281.3832,62.4659
2000-02-13T19:00:00,91.2049,37.8326,281.3204,62.5131
2000-02-13T20:00:00,91.2209,38.3390,281.2561,62.5608
2000-02-13T21:00:00,91.2373,38.8454,281.1904,62.6089
2000-02-13T22:00:00,91.2539,39.3518,281.1232,62.6574
2000-02-13T23:00:00,91.2708,39.8582,281.0546,62.7062
2000-02-14T00:00:00,91.2881,40.3646,280.9845,62.7555
2000-02-14T01:00:00,91.3056,40.8709,280.9129,62.8052
2000-02-14T02:00:00,91.3235,41.3772,280.8399,62.8553
2000-02-14T03:00:00,91.3418,41.8835,280.7655,62.9057
2000-02-14T04:00:00,91.3603,42.3898,280.6895,62.9565
2000-02-14T05:00:00,91.3793,42.8961,280.6121,63.0077
2000-02-14T06:00:00,91.3986,43.4023,280.5332,63.0593
2000-02-14T07:00:00,91.4183,43.9086,280.4528,63.1112
2000-02-14T08:00:00,91.4385,44.4148,280.3710,63.1635
2000-02-14T09:00:00,91.4590,44.9210,280.2876,63.2162
2000-02-14T10:00:00,91.4800,45.4272,280.2028,63.2692
2000-02-14T11:00:00,91.5014,45.9334,280.1164,63.3225
2000-02-14T12:00:00,91.5232,46.4395,280.0286,63.3762
2000-02-14T13:00:00,91.5456,46.9457,279.9392,63.4301
2000-02-14T14:00:00,91.5684,47.4518,279.8484,63.4845
2000-02-14T15:00:00,91.5918,47.9579,279.7561,63.5391
2000-02-14T16:00:00,91.6157,48.4640,279.6622,63.5940
2000-02-14T17:00:00,91.6401,48.9700,279.5668,63.6493
2000-02-14T18:00:00,91.6652,49.4761,279.4699,63.7048
2000-02-14T19:00:00,91.6908,49.9821,279.3715,63.7606
2000-02-14T20:00:00,91.7170,50.4881,279.2716,63.8168
2000-02-14T21:00:00,91.7439,50.9941,279.1701,63.8732
2000-02-14T22:00:00,91.7715,51.5001,279.0672,63.9298
2000-02-14T23:00:00,91.7997,52.0061,278.9627,63.9867
2000-02-15T00:00:00,91.8287,52.5120,278.8567,64.0439
2000-02-15T01:00:00,91.8584,53.0179,278.7491,64.1014
2000-02-15T02:00:00,91.8889,53.5238,278.6400,64.1591
2000-02-15T03:00:00,91.9202,54.0297,278.5294,64.2170
2000-02-15T04:00:00,91.9524,54.5355,278.4173,64.2751
2000-02-15T05:00:00,91.9855,55.0414,278.3036,64.3335
2000-02-15T06:00:00,92.0195,55.5472,278.1884,64.3920
2000-02-15T07:00:00,92.0544,56.0530,278.0716,64.4508
2000-02-15T08:00:00,92.0904,56.5588,277.9534,64.5098
2000-02-15T09:00:00,92.1275,57.0645,277.8336,64.5690
2000-02-15T10:00:00,92.1656,57.5702,277.7122,64.6283
2000-02-15T11:00:00,92.2050,58.0759,277.5893,64.6879
2000-02-15T12:00:00,92.2455,58.5816,277.4649,64.7476
2000-02-15T13:00:00,92.2874,59.0872,277.3390,64.8074
2000-02-15T14:00:00,92.3306,59.5929,277.2115,64.8674
2000-02-15T15:00:00,92.3752,60.0984,277.0825,64.9276
2000-02-15T16:00:00,92.4213,60.6040,276.9520,64.9878
2000-02-15T17:00:00,92.4689,61.1095,276.8200,65.0482
2000-02-15T18:00:00,92.5182,61.6151,276.6864,65.1088
2000-02-15T19:00:00,92.5693,62.1205,276.5513,65.1694
2000-02-15T20:00:00,92.6222,62.6260,276.4147,65.2301
2000-02-15T21:00:00,92.6770,63.1314,276.2766,65.2910
2000-02-15T22:00:00,92.7339,63.6368,276.1369,65.3519
2000-02-15T23:00:00,92.7930,64.1421,275.9958,65.4128
2000-02-16T00:00:00,92.8543,64.6474,275.8532,65.4739
2000-02-16T01:00:00,92.9181,65.1527,275.7090,65.5350
2000-02-16T02:00:00,92.9845,65.6579,275.5634,65.5961
2000-02-16T03:00:00,93.0537,66.1631,275.4163,65.6573
2000-02-16T04:00:00,93.1258,66.6682,275.2677,65.7186
2000-02-16T05:00:00,93.2011,67.1733,275.1176,65.7798
2000-02-16T06:00:00,93.2797,67.6784,274.9660,65.8411
2000-02-16T07:00:00,93.3619,68.1834,274.8130,65.9023
2000-02-16T08:00:00,93.4479,68.6883,274.6585,65.9636
2000-02-16T09:00:00,93.5380,69.1932,274.5026,66.0248
2000-02-16T10:00:00,93.6326,69.6980,274.3452,66.0860
2000-02-16T11:00:00,93.7319,70.2028,274.1863,66.1472
2000-02-16T12:00:00,93.8363,70.7075,274.0261,66.2083
2000-02-16T13:00:00,93.9464,71.2121,273.8644,66.2694
2000-02-16T14:00:00,94.0624,71.7166,273.7013,66.3304
2000-02-16T15:00:00,94.1849,72.2211,273.5369,66.3914
2000-02-16T16:00:00,94.3145,72.7254,273.3710,66.4522
2000-02-16T17:00:00,94.4518,73.2297,273.2037,66.5130
2000-02-16T18:00:00,94.5976,73.7338,273.0351,66.5737
2000-02-16T19:00:00,94.7526,74.2379,272.8651,66.6343
2000-02-16T20:00:00,94.9178,74.7418,272.6938,66.6947
2000-02-16T21:00:00,95.0942,75.2455,272.5211,66.7551
2000-02-16T22:00:00,95.2830,75.7491,272.3471,66.8152
2000-02-16T23:00:00,95.4855,76.2525,272.1718,66.8753
2000-02-17T00:00:00,95.7034,76.7558,271.9952,66.9352
2000-02-17T01:00:00,95.9383,77.2588,271.8173,66.9949
2000-02-17T02:00:00,96.1925,77.7616,271.6382,67.0545
2000-02-17T03:00:00,96.4683,78.2641,271.4578,67.1139
2000-02-17T04:00:00,96.7688,78.7664,271.2762,67.1730
2000-02-17T05:00:00,97.0972,79.2683,271.0933,67.2320
2000-02-17T06:00:00,97.4577,79.7698,270.9092,67.2908
2000-02-17T07:00:00,97.8553,80.2708,270.7240,67.3494
2000-02-17T08:00:00,98.2958,80.7713,270.5376,67.4077
2000-02-17T09:00:00,98.7868,81.2712,270.3500,67.4658
2000-02-17T10:00:00,99.3372,81.7704,270.1613,67.5236
2000-02-17T11:00:00,99.9585,82.2688,269.9715,67.5812
2000-02-17T12:00:00,100.6652,82.7660,269.7806,67.6385
2000-02-17T13:00:00,101.4758,83.2621,269.5886,67.6956
2000-02-17T14:00:00,102.4150,83.7565,269.3956,67.7524
2000-02-17T15:00:00,103.5151,84.2490,269.2015,67.8089
2000-02-17T16:00:00,104.8205,84.7390,269.0064,67.8651
2000-02-17T17:00:00,106.3927,85.2257,268.8104,67.9210
2000-02-17T18:00:00,108.3198,85.7080,268.6133,67.9765
2000-02-17T19:00:00,110.7310,86.1842,268.4154,68.0318
2000-02-17T20:00:00,113.8220,86.6517,268.2165,68.0867
2000-02-17T21:00:00,117.8992,87.1064,268.0167,68.1413
2000-02-17T22:00:00,123.4546,87.5410,267.8161,68.1955
2000-02-17T23:00:00,131.2807,87.9429,267.6146,68.2494
2000-02-18T00:00:00,142.5645,88.2889,267.4123,68.3029
2000-02-18T01:00:00,158.5503,88.5385,267.2092,68.3561
2000-02-18T02:00:00,178.7912,88.6379,267.0054,68.4088
2000-02-18T03:00:00,199.2832,88.5557,266.8008,68.4612
2000-02-18T04:00:00,215.7545,88.3183,266.5956,68.5132
2000-02-18T05:00:00,227.4493,87.9796,266.3896,68.5648
